city,code,air_name,air_pinyin
坎达拉,CXN,,CANDALA
CONROEMONTGO,CXO,,CONROEMONTGOMERY
CILACAPWULUN,CXP,,CILACAPWULUNG
CHRISTMASCRE,CXQ,,CHRISTMASCREEK
查特斯堡,CXT,,CHARTERSTOWERS
卡特岛,CXY,,CATCAY
莱凯,CYA,,LESCAYES
CAYMANBRAC,CYB,,CAYMANBRAC
卡耶查帕尔,CYC,,CAYECHAPEL
CRYSTALLAKE,CYE,,CRYSTALLAKE
切福纳克,CYF,,CHEFORNAK
CORRYONG,CYG,,CORRYONG
COYOLES,CYL,,COYOLES
查塔姆群岛,CYM,,CHATHAM
CAYOLARGODEL,CYO,,CAYOLARGODELSUR
甲描育,CYP,,CALBAYOG
科洛尼亚,CYR,,COLONIA
夏延河,CYS,,CHEYENNE
CAPEYAKATAGA,CYT,,CAPEYAKATAGA
CUYO,CYU,,CUYO
CHERSKIY,CYX,,CHERSKIY
卡瓦扬,CYZ,,CAUAYAN
CHICHENITZA,CZA,,CHICHENITZA
CRUZALTACARL,CZB,,CRUZALTACARLORUHL
科罗,CZE,,CORO
CAPEROMANZOF,CZF,,CAPEROMANZOF
COROZALMUNIC,CZH,,COROZALMUNICIPAL
CORAZONDEJES,CZJ,,CORAZONDEJESUS
CASCADELOCKS,CZK,,CASCADELOCKS
君士坦丁,CZL,,CONSTANTINE
科苏梅尔,CZM,,COZUMEL
奇萨纳,CZN,,CHISANA
CHISTOCHINA,CZO,,CHISTOCHINA
开普普尔,CZP,,CAPEPOLE
CRUZEIRODOSU,CZS,,CRUZEIRODOSULCAMPO
CARRIZOSPRIN,CZT,,CARRIZOSPRINGS
科罗萨尔,CZU,,COROZAL
CZESTOCHOWA,CZW,,CZESTOCHOWA
CLUNY,CZY,,CLUNY
代托纳比奇,DAB,,DAYTONABEACH
岘港,DAD,,DANANG
达帕里卢,DAE,,DAPARIZO
DAUP,DAF,,DAUP
DAGGETTBARST,DAG,,DAGGETTBARSTOW
达希纳,DAH,,DATHINA
DAUANISLAND,DAJ,,DAUANISLAND
DALLAS/FORTW,DAL,,DALLAS/FORTWORTH
DANVILLE,DAN,,DANVILLE
达尔楚拉,DAP,,DARCHULA
达鲁,DAU,,DARU
DAVIDE.MALEK,DAV,,DAVIDE.MALEK
代顿,DAY,,DAYTON
DARWAZ,DAZ,,DARWAZ
达尔本丁,DBA,,DALBANDIN
丹巴德,DBD,,DHANBAD
德布拉马科斯,DBM,,DEBRAMARCOS
都柏林,DBN,,DUBLIN
达博,DBO,,DUBBO
德比帕雷,DBP,,DEBEPARE
DUBUQUE,DBQ,,DUBUQUE
杜波依斯,DBS,,DUBOIS
DEBRATABOR,DBT,,DEBRATABOR
杜布罗夫尼克,DBV,,DUBROVNIK
多尔比,DBY,,DALBY
埃里温,EVN,埃里温机场,YEREVAN
CANE,DCF,,CANE
DECIMOMANNU,DCI,,DECIMOMANNU
DAHLCREEK,DCK,,DAHLCREEK
CASTRES,DCM,,CASTRES
DECATURHIWAY,DCR,,DECATURHIWAY
DONCASTERFIN,DCS,,DONCASTERFINNINGLEY
DUNCANTOWN,DCT,,DUNCANTOWN
DODGECITY,DDC,,DODGECITY
DAYDREAMISLA,DDI,,DAYDREAMISLAND
多多依马,DDM,,DODOIMA
DELTADOWNS,DDN,,DELTADOWNS
DORADOBEACH,DDP,,DORADOBEACH
德布勒森,DEB,,DEBRECEN
DECATUR,DEC,,DECATUR
DEHRADUNGRAN,DED,,DEHRADUNGRANT
DECORAH,DEH,,DECORAH
丹尼斯岛,DEI,,DENISIS.
DEMBIDOLLO,DEM,,DEMBIDOLLO
丹佛,DEN,,DENVER
DEARBORNHYAT,DEO,,DEARBORNHYATTHLPT
代里姆,DER,,DERIM
德罗什,DES,,DESROCHES
底特律,DET,,DETROIT
DEIREZZORALJ,DEZ,,DEIREZZORALJAFRAH
DRIFTWOODBAY,DFB,,DRIFTWOODBAY
DEFIANCEMEMO,DFI,,DEFIANCEMEMORIAL
DRUMDUFF,DFP,,DRUMDUFF
达拉斯--奥斯堡,DFW,,DALLAS/FORTWORTH
丹格里加,DGA,,DANGRIGA
DANGERBAY,DGB,,DANGERBAY
DEGAHBUR,DGC,,DEGAHBUR
马奇机场,DGE,,MUDGEE
DOUGLASDOUGL,DGL,,DOUGLASDOUGLASMUNICI
杜兰戈,DGO,,DURANGO
陶格夫皮尔斯,DGP,,DAUGAVPILS
DARGAVILLE,DGR,,DARGAVILLE
杜马格特,DGT,,DUMAGUETE
DEDOUGOU,DGU,,DEDOUGOU
DOUGLASCONVE,DGW,,DOUGLASCONVERSE
达兰,DHA,,DHAHRAN
达勒姆当斯,DHD,,DURHAMDOWNS
阿布扎比,DHF,宰夫拉军用机场,ABUDHABIALDHAFRAMILI
当加希,DHI,,DHANGARHI
DHALA,DHL,,DHALA
DHARAMSALAGA,DHM,,DHARAMSALAGAGGAL
DOTHAN,DHN,,DOTHAN
DENHELDERDEK,DHR,,DENHELDERDEKOOY
DIBRUGARHCHA,DIB,,DIBRUGARHCHABUA
ANTSIRANANAA,DIE,,ANTSIRANANAARRACHART
DIJONLONGVIC,DIJ,,DIJONLONGVIC
DICKINSON,DIK,,DICKINSON
帝力,DIL,,DILI
丁博克罗,DIM,,DIMBOKRO
LITTLEDIOMED,DIO,,LITTLEDIOMEDEISLAND
贾帕加,DIP,,DIAPAGA
戴尔达瓦,DIR,,DIREDAWA
卢博莫,DIS,,LOUBOMO
迪沃,DIV,,DIVO
DIYARBAKIR,DIY,,DIYARBAKIR
朱古,DJA,,DJOUGOU
JAMBISYARIFU,DJB,,JAMBISYARIFUDIN
查尔巴,DJE,,DJERBA
DJANETINEDBI,DJG,,DJANETINEDBIRENE
吉布提,DJI,吉布提共和国,DJIBOUTI
JAYAPURASENT,DJJ,,JAYAPURASENTANI
兼巴拉,DJM,,DJAMBALA
DELTAJUNCTIO,DJN,,DELTAJUNCTION
达洛亚,DJO,,DALOA
DJUPIVOGUR,DJU,,DJUPIVOGUR
DUNKISLAND,DKI,,DUNKISLAND
敦刻尔克,DKK,,DUNKIRK
DIKSON,DKS,,DIKSON
多克尔河,DKV,,DOCKERRIVER
杜阿拉,DLA,,DOUALA
耶卢,DLD,,GEILO
DOLETAVAUX,DLE,,DOLETAVAUX
DELRIOLAUGHL,DLF,,DELRIOLAUGHLINAFB
迪灵汗,DLG,,DILLINGHAM
德卢司,DLH,,DULUTH
DALATLIENKHA,DLI,,DALATLIENKHANG
DULKANINNA,DLK,,DULKANINNA
狄龙,DLL,,DILLON
DALAMAN,DLM,,DALAMAN
狄龙,DLN,,DILLON
DOLOMI,DLO,,DOLOMI
THEDALLES,DLS,,THEDALLES
DELISSAVILLE,DLV,,DELISSAVILLE
DILLONSBAY,DLY,,DILLONSBAY
达兰扎达嗄德,DLZ,,DALANZADGAD
TUCSONDAVISM,DMA,,TUCSONDAVISMONTHANAF
江布尔,DMB,,DZHAMBUL
DOOMADGEEMIS,DMD,,DOOMADGEEMISSION
达曼,DMM,,DAMMAM
锡代利亚,DMO,,SEDALIA
DHAMAR,DMR,,DHAMAR
DIAMANTINO,DMT,,DIAMANTINO
迪马布尔,DMU,,DIMAPUR
KADENAAIRBAS,DNA,,KADENAAIRBASE
邓巴,DNB,,DUNBAR
邓迪,DND,,DUNDEE
DALLASDALLAS,DNE,,DALLASDALLASNORTHAIR
DERNAMARTUBA,DNF,,DERNAMARTUBA
WADMEDANI,DNI,,WADMEDANI
第聂伯罗彼得罗夫斯克,DNK,,DNEPROPETROVSK
AUGUSTADANIE,DNL,,AUGUSTADANIELFIELD
DENHAM,DNM,,DENHAM
DALTON,DNN,,DALTON
DIANOPOLIS,DNO,,DIANOPOLIS
DANG,DNP,,DANG
德尼利昆,DNQ,,DENILIQUIN
DINARDPLEURT,DNR,,DINARDPLEURTUIT
DENISON,DNS,,DENISON
SANTAANADOWN,DNT,,SANTAANADOWNTOWNHELI
DINANGAT,DNU,,DINANGAT
DANVILLEIL,DNV,,DANVILLEIL
DINDERGALEGU,DNX,,DINDERGALEGU
代尼兹利,DNZ,,DENIZLI
多安尼,DOA,,DOANY
DOBO,DOB,,DOBO
DORNOCH,DOC,,DORNOCH
多多马,DOD,,DODOMA
朱穆,DOE,,DJOEMOE
多拉湾,DOF,,DORABAY
当果拉,DOG,,DONGOLA
多哈,DOH,,DOHA
DOINI,DOI,,DOINI
DONETZK,DOK,,DONETZK
DEAUVILLEST.,DOL,,DEAUVILLEST.GATIEN
多米尼加,DOM,,DOMINICA
DOSLAGUNASPE,DON,,DOSLAGUNASPETEN
多罗比索罗,DOO,,DOROBISORO
多尔帕,DOP,,DOLPA
多里,DOR,,DORI
迪奥斯,DOS,,DIOS
多拉杜,DOU,,DOURADOS
DOVER-CHESWO,DOV,,DOVER-CHESWOLDAFB
当加拉,DOX,,DONGARA
WESTCHICAGOD,DPA,,WESTCHICAGODUPAGE
DIEPPE,DPE,,DIEPPE
DEERPARK,DPK,,DEERPARK
DIPOLOG,DPL,,DIPOLOG
德文波特,DPO,,DEVONPORT
巴厘岛,DPS,denpasar/bali,DENPASAR/BALI
DUMPU,DPU,,DUMPU
德比,DRB,,DERBY
DIRICO,DRC,,DIRICO
DORUNDASTATI,DRD,,DORUNDASTATION
DRUMMONDISLA,DRE,,DRUMMONDISLAND
DRIFTRIVER,DRF,,DRIFTRIVER
迪零,DRG,,DEERING
DRIETABBETJE,DRJ,,DRIETABBETJE
兹拉马,DRM,,DRAMA
DIRRANBANDI,DRN,,DIRRANBANDI
杜兰戈,DRO,,DURANGO
达里,DRR,,DURRIE
DELRIO,DRT,,DELRIO
DRUMMOND,DRU,,DRUMMOND
达尔文,DRW,,DARWIN
德尚,DSC,,DSCHANG
LADESIRADELE,DSD,,LADESIRADELESGALETS
DESSIECOMBOL,DSE,,DESSIECOMBOLCHA
DESTIN,DSI,,DESTIN
德拉伊斯梅尔汉,DSK,,DERAISMAILKHAN
达鲁,DSL,,DARU
得梅因,DSM,,DESMOINES
阿马库罗三角洲,DTA,,DELTA
DATADAWAI,DTD,,DATADAWAI
DAETCAMARINE,DTE,,DAETCAMARINES
死谷,DTH,,DEATHVALLEY
DETROITLAKES,DTL,,DETROITLAKES
SHREVEPORTDO,DTN,,SHREVEPORTDOWNTOWN
DECATURISLAN,DTR,,DECATURISLAND
DUNCANHALLIB,DUC,,DUNCANHALLIBURTN
达尼丁,DUD,,DUNEDIN
栋多,DUE,,DUNDO
DOUGLASBIS/D,DUG,,DOUGLASBIS/DOUG
DUBOIS,DUJ,,DUBOIS
DUKUDUK,DUK,,DUKUDUK
DUMAIPINANGK,DUM,,DUMAIPINANGKAM
DUNDAS,DUN,,DUNDAS
DUNCAN/QUAMI,DUQ,,DUNCAN/QUAMICHANLAKE
德班,DUR,,DURBAN
荷兰港,DUT,,DUTCHHARBOR
德瓦,DVA,,DEVA
德弗尔斯莱克,DVL,,DEVILSLAKE
达沃,DVO,,DAVAO
DAVENPORTDOW,DVP,,DAVENPORTDOWNS
戴利里佛,DVR,,DALYRIVER
PHOENIXDEERV,DVT,,PHOENIXDEERVALLY
DWANGWA,DWA,,DWANGWA
苏阿拉拉,DWB,,SOALALA
DAYTONWRIGHT,DWF,,DAYTONWRIGHTAFB
休斯顿,DWH,,"HOUSTON,TX"
OKLAHOMACITY,DWN,,OKLAHOMACITYDOWNTOWN
DISNEYWORLD,DWS,,DISNEYWORLD
DIXIE,DXD,,DIXIE
DANBURY,DXR,,DANBURY
代沙尔特,DYA,,DYSART
DOYLESTOWN,DYL,,DOYLESTOWN
DIAMANTINALA,DYM,,DIAMANTINALAKES
ANADYR,DYR,,ANADYR
阿比林,DYS,阿比林戴斯空军基地,ABILENEDYESSAFB
杜尚别,DYU,,DUSHANBE
DALYWATERS,DYW,,DALYWATERS
藻德济,DZA,,DZAOUDZI
CODAZZI,DZI,,CODAZZI
DZEZKAZGAN,DZN,,DZEZKAZGAN
杜拉斯诺,DZO,,DURAZNO
伊格尔,EAA,,EAGLE
ABBSE,EAB,,ABBSE
埃迈,EAE,,EMAE
内基兰,EAM,,NEJRAN
WHEATLANDPHI,EAN,,WHEATLANDPHIFER
BASLE,EAP,,BASLE
KEARNEY,EAR,,KEARNEY
SANSEBASTIAN,EAS,,SANSEBASTIAN
WENATCHEEPAN,EAT,,WENATCHEEPANGBORN
EAUCLAIR,EAU,,EAUCLAIR
ELBA,EBA,,ELBA
恩德培,EBB,,ENTEBBE
埃奥贝德,EBD,,ELOBEID
埃尔巴格莱,EBG,,ELBAGRE
埃斯比约,EBJ,,ESBJERG
ELBORMA,EBM,,ELBORMA
EBADON,EBN,,EBADON
EBON,EBO,,EBON
BATONROUGEDO,EBR,,BATONROUGEDOWNTOWN
WEBSTERCITYM,EBS,,WEBSTERCITYMUNICIPAL
ESBJERG,EBU,,ESBJERG
埃博洛瓦,EBW,,EBOLOWA
EASTTAWASIOS,ECA,,EASTTAWASIOSCOCTY
ELIZABETHCIT,ECG,,ELIZABETHCITY
伊丘卡,ECH,,ECHUCA
埃阿坎,ECN,,ERCAN
ELENCANTO,ECO,,ELENCANTO
ELCHARCO,ECR,,ELCHARCO
NEWCASTLEMON,ECS,,NEWCASTLEMONDELL
埃德纳贝,EDA,,EDNABAY
ELDEBBADABBA,EDB,,ELDEBBADABBA
ERLDUNDA,EDD,,ERLDUNDA
EDENTONMUNIC,EDE,,EDENTONMUNICIPAL
ELMENDORF,EDF,,ELMENDORF
埃尔多拉多,EDK,,ELDORADO
埃多,EDL,,ELDORET
LAROCHELESAJ,EDM,,LAROCHELESAJONCS
EDREMIT/KORF,EDO,,EDREMIT/KORFEZ
ERANDIQUE,EDQ,,ERANDIQUE
EDWARDRIVER,EDR,,EDWARDRIVER
EDWARDS,EDW,,EDWARDS
NEEDLES,EED,,NEEDLES
伊克,EEK,,EEK
KEENEDILLANT,EEN,,KEENEDILLANT
EIGHTFATHOMB,EFB,,EIGHTFATHOMBIGHT
休斯顿,EFD,埃林顿菲尔德机场,"HOUSTON,TX"
埃福吉,EFG,,EFOGI
纽波特,EFK,,NEWPORT
KEFALONIAKEF,EFL,,KEFALONIAKEFALLINIA
JEFFERSONMUN,EFW,,JEFFERSONMUNICIPAL
ENGATI,EGA,,ENGATI
BERGERACROUM,EGC,,BERGERACROUMANIERE
VAILEAGLE,EGE,,VAILEAGLE
VALPARAISODU,EGI,,VALPARAISODUKEFIELD
NEGHELLI,EGL,,NEGHELLI
塞给,EGM,,SEGE
ELGENEINA,EGN,,ELGENEINA
别尔哥罗德,EGO,,BELGOROD
EAGLEPASS,EGP,,EAGLEPASS
埃吉尔斯塔第尔,EGS,,EGILSSTADIR
伊格尔里弗,EGV,,EAGLERIVER
伊杰吉克,EGX,,EGEGIK
埃尔博尔松,EHL,,ELBOLSON
CAPENEWENHAM,EHM,,CAPENEWENHAM
EASTHARTFORD,EHT,,EASTHARTFORDRENTSCHL
EIAPOPONDETT,EIA,,EIAPOPONDETTA
ENISEYSK,EIE,,ENISEYSK
艾恩斯利,EIH,,EINASLEIGH
FAIRBANKS/EI,EIL,,FAIRBANKS/EIELSON
艾恩德霍芬,EIN,,EINDHOVEN
艾因亚哈夫,EIY,,EINYAHAV
BARRANCABERM,EJA,,BARRANCABERMEJAVARIG
韦吉,EJH,,WEDJH
EUREKA/ARCAT,EKA,,EUREKA/ARCATAMURRAY
EKIBASTUZ,EKB,,EKIBASTUZ
埃尔雷克德拉,EKD,,ELKEDRA
埃凯雷库,EKE,,EKEREKU
埃尔克哈特,EKI,,ELKHART
埃尔金斯,EKN,,ELKINS
ELKO,EKO,,ELKO
埃斯基尔斯图纳,EKT,,ESKILSTUNA
ELIZABETHTOW,EKX,,ELIZABETHTOWN/FT.KNO
EAGLELAKE,ELA,,EAGLELAKE
ELBANCOSANBE,ELB,,ELBANCOSANBERNAD
ELCHOISLAND,ELC,,ELCHOISLAND
ELDORADOGOOD,ELD,,ELDORADOGOODWIN
ELREAL,ELE,,ELREAL
埃尔法舍尔,ELF,,ELFASHER
埃尔果累阿,ELG,,ELGOLEA
NORTHELEUTHE,ELH,,NORTHELEUTHERAINTL
埃利姆,ELI,,ELIM
埃尔雷克雷奥,ELJ,,ELRECREO
ELKCITY,ELK,,ELKCITY
埃利斯拉斯,ELL,,ELLISRAS
CORNING,ELM,,CORNING
ELLENSBURGBO,ELN,,ELLENSBURGBOWERSFLD
ELDORADO,ELO,,ELDORADO
埃尔帕索,ELP,,ELPASO
加西姆,ELQ,,GASSIM
东伦敦,ELS,,EASTLONDON
TOURSINAICIT,ELT,,TOURSINAICITY
ELOUEDGUEMAR,ELU,,ELOUEDGUEMAR
埃尔芬考夫,ELV,,ELFINCOVE
埃拉马,ELW,,ELLAMAR
ELYYELLAND,ELY,,ELYYELLAND
WELLSVILLEMU,ELZ,,WELLSVILLEMUNICIPAL
EASTMIDLANDS,EMA,,EASTMIDLANDS
SANFRANCISCO,EMB,,SANFRANCISCOEMBARKAD
埃默拉尔德,EMD,,EMERALD
埃姆登,EME,,EMDEN
EMPANGENI,EMG,,EMPANGENI
埃密劳,EMI,,EMIRAU
埃莫纳克,EMK,,EMMONAK
KEMMERER,EMM,,KEMMERER
涅马,EMN,,NEMA
伊莫,EMO,,EMO
恩波里亚,EMP,,EMPORIA
恩贝萨,EMS,,EMBESSA
ELMONTE,EMT,,ELMONTE
埃尔梅滕,EMX,,ELMAITEN
埃尔米尼亚,EMY,,ELMINYA
KENAI,ENA,,KENAI
埃尼亚巴,ENB,,ENEABBA
ENIDVANCEAFB,END,,ENIDVANCEAFB
英德,ENE,,ENDE
埃农泰基厄,ENF,,ENONTEKIO
ELNIDO,ENI,,ELNIDO
ELNARANJO,ENJ,,ELNARANJO
ENNISKILLEN,ENK,,ENNISKILLEN
CENTRALIAMUN,ENL,,CENTRALIAMUNICIPAL
尼纳纳,ENN,,NENANA
ENCARNACIONA,ENO,,ENCARNACIONALARCON
CORONELE.SOT,ENQ,,CORONELE.SOTOCANOAB
ENSCHEDETWEN,ENS,,ENSCHEDETWENTE
ENIWETOK,ENT,,ENIWETOK
埃努古,ENU,,ENUGU
WENDOVER,ENV,,WENDOVER
KENOSHA,ENW,,KENOSHA
MEDELLINHERR,EOH,,MEDELLINHERRERA
EDAYISLAND,EOI,,EDAYISLAND
基奥卡克,EOK,,KEOKUK
埃尔多拉多,EOR,,ELDORADO
NEOSHO,EOS,,NEOSHO
ELORZA,EOZ,,ELORZA
WEEPINGWATER,EPG,,WEEPINGWATERBROWNS
EPHRATA,EPH,,EPHRATA
EPI,EPI,,EPI
EPISKOPI,EPK,,EPISKOPI
EPINALMIRECO,EPL,,EPINALMIRECOURT
埃佩纳,EPN,,EPENA
埃斯佩兰斯,EPR,,ESPERANCE
ELIPTAMIN,EPT,,ELIPTAMIN
埃斯克尔,EQS,,ESQUEL
埃里加伏,ERA,,ERIGAVO
埃纳贝拉,ERB,,ERNABELLA
埃尔津詹,ERC,,ERZINCAN
别尔江斯克,ERD,,BERDYANSK
埃拉韦,ERE,,ERAVE
埃尔富特,ERF,,ERFURT
拉希迪耶,ERH,,ERRACHIDIA
伊利城,ERI,伊利湖/城/运河,ERIE
ERECHIMCMKRA,ERM,,ERECHIMCMKRAEMER
EIRUNEPE,ERN,,EIRUNEPE
ERROL,ERR,,ERROL
温得和克,ERS,,WINDHOEK
额尔登特,ERT,,ERDENET
埃罗麦,ERU,,ERUME
KERRVILLE,ERV,,KERRVILLE
埃尔祖鲁姆,ERZ,,ERZURUM
ESAALA,ESA,,ESAALA
安卡拉,ESB,,ANKARA
ESCANABA,ESC,,ESCANABA
EASTSOUND,ESD,,EASTSOUND
恩塞纳达,ESE,,ENSENADA
ALEXANDRIAES,ESF,,ALEXANDRIAESLERFLD
MARISCALESTI,ESG,,MARISCALESTIGARRIBIA
SHOREHAM-BY-,ESH,,SHOREHAM-BY-SEA
埃斯皮诺萨,ESI,,ESPINOSA
ESKISEHIR,ESK,,ESKISEHIR
埃利斯塔,ESL,,ELISTA
埃斯梅拉尔达斯,ESM,,ESMERALDAS
伊斯顿,ESN,,EASTON
ESPANOLA,ESO,,ESPANOLA
EASTSTROUDSB,ESP,,EASTSTROUDSBURGPOCON
萨尔瓦多,ESR,,ELSALVADOR
埃森,ESS,,ESSEN
ESTHERVILLEM,EST,,ESTHERVILLEMUNICIPAL
EASTONSTATE,ESW,,EASTONSTATE
WESTBEND,ETB,,WESTBEND
伊特丹纳,ETD,,ETADUNNA
根当乌哈,ETE,,GENDAWUHA
ELAT,ETH,,ELAT
EASTLAND,ETN,,EASTLAND
恩特普赖斯,ETS,,ENTERPRISE
EUAKAUFANA,EUA,,EUAKAUFANA
尤克拉,EUC,,EUCLA
尤里卡,EUE,,EUREKA
EUFAULA,EUF,,EUFAULA
尤金,EUG,,EUGENE
NEUMUENSTER,EUM,,NEUMUENSTER
LAAYOUNEHASS,EUN,,LAAYOUNEHASSANI
ST.EUSTATIUS,EUX,,ST.EUSTATIUSROOSEVEL
EVADALELANDI,EVA,,EVADALELANDING
伊娃当斯,EVD,,EVADOWNS
EVENES,EVE,,EVENES
斯韦格,EVG,,SVEG
EVANSHEAD,EVH,,EVANSHEAD
埃弗莱斯,EVM,,EVELETH
天水,THQ,天水机场,TIANSHUI
埃文斯维尔,EVV,,EVANSVILLE
埃文斯顿,EVW,,EVANSTON
埃夫勒,EVX,,EVREUX
NEWBEDFORD,EWB,,NEWBEDFORD
EWER,EWE,,EWER
埃纳罗塔利,EWI,,ENAROTALI
NEWTONCITYCN,EWK,,NEWTONCITYCNTY
NEWBERN,EWN,,NEWBERN
埃沃,EWO,,EWO
EXCURSIONINL,EXI,,EXCURSIONINLET
EXMOUTHGULF,EXM,,EXMOUTHGULF
埃克塞特,EXT,,EXETER
耶利马内,EYL,,YELIMANE
约帕尔,EYP,,ELYOPAL
耶灵顿,EYR,,YERINGTON
ELIYESPRINGS,EYS,,ELIYESPRINGS
基韦斯特,EYW,,KEYWEST
BURENOSAIRES,EZE,,BURENOSAIRES
埃拉泽,EZS,,ELAZIG
法拉纳,FAA,,FARANAH
FAROEISLAND,FAE,,FAROEISLAND
FAGURHOLSMYR,FAG,,FAGURHOLSMYRI
法拉,FAH,,FARAH
费尔班克斯,FAI,,FAIRBANKS
FAJARDO,FAJ,,FAJARDO
FALSEISLAND,FAK,,FALSEISLAND
ROMAFALCON,FAL,,ROMAFALCON
FARMINGTON,FAM,,FARMINGTON
FARSUNDLISTA,FAN,,FARSUNDLISTA
法鲁,FAO,,FARO
FARGOHECTOR,FAR,,FARGOHECTOR
FASKRUDSFJOR,FAS,,FASKRUDSFJORDUR
弗雷斯诺,FAT,,FRESNO
FAKARAVA,FAV,,FAKARAVA
WATERKLOOF,FAW,,WATERKLOOF
FAYETTEVI,FAY,,FAYETTEVI
FAIZABAD,FBD,,FAIZABAD
FRANCISCOBEL,FBE,,FRANCISCOBELTRAO
FAIRBANKSFTW,FBK,,FAIRBANKSFTWAINWRIGH
FARIBAULT,FBL,,FARIBAULT
LUBUMASHI,FBM,,LUBUMASHI
FORTBRIDGER,FBR,,FORTBRIDGER
奥斯陆,FBU,,OSLO
FAIRBURYMUNI,FBY,,FAIRBURYMUNICIPAL
KALISPELL,FCA,,KALISPELL
FICKSBURGSEN,FCB,,FICKSBURGSENTRAOES
FRESNOFRESNO,FCH,,FRESNOFRESNO-CHANDLE
MINNEAPOLISF,FCM,,MINNEAPOLISFLYINGCLO
COLORADOSPRI,FCS,,COLORADOSPRINGSBUTTS
YAKIMAFIRING,FCT,,YAKIMAFIRINGCENTERAA
FORRESTCITY,FCY,,FORRESTCITY
FORDEOYRANE,FDE,,FORDEOYRANE
FTDEFRANCE,FDF,,FTDEFRANCE
腓特烈斯港,FDH,,FRIEDRICHSHAF
FREDERICK,FDK,,FREDERICK
FREDERICK,FDR,,FREDERICK
班顿杜,FDU,,BANDUNDU
FINDLAY,FDY,,FINDLAY
FETLAR,FEA,,FETLAR
SANFEBAGAR,FEB,,SANFEBAGAR
FERGANA,FEG,,FERGANA
FURSTENFELDB,FEL,,FURSTENFELDBRUCK
FERNANDODENO,FEN,,FERNANDODENORONHA
FREEPORT,FEP,,FREEPORT
FREMONTMUNIC,FET,,FREMONTMUNICIPAL
CHEYENNEWARR,FEW,,CHEYENNEWARRENAFB
FEZSAIS,FEZ,,FEZSAIS
KILLDEVILHIL,FFA,,KILLDEVILHILLS1STFLI
FAIRFIELDMUN,FFL,,FAIRFIELDMUNICIPAL
FERGUSFALLS,FFM,,FERGUSFALLS
DAYTONPATTER,FFO,,DAYTONPATTERSONAFB
FRANKFORTCAP,FFT,,FRANKFORTCAPITAL
FUTALEUFU,FFU,,FUTALEUFU
FDERIK,FGD,,FDERIK
APIAFAGALII,FGI,,APIAFAGALII
FOXGLACIER,FGL,,FOXGLACIER
FANGATAU,FGU,,FANGATAU
FORTHUACHUCA,FHU,,FORTHUACHUCA/SR.VIST
FAKAHINA,FHZ,,FAKAHINA
FIRECOVE,FIC,,FIRECOVE
FISHERSISLAN,FID,,FISHERSISLAND
FAIRISLE,FIE,,FAIRISLE
弗里亚,FIG,,FRIA
FINKE,FIK,,FINKE
FILLMORE,FIL,,FILLMORE
FINSCHHAFEN,FIN,,FINSCHHAFEN
FIVEFINGER,FIV,,FIVEFINGER
FITZROYCROSS,FIZ,,FITZROYCROSSING
AL-FUJAIRAH,FJR,,AL-FUJAIRAH
KARLSRUHE/BA,FKB,,KARLSRUHE/BADEN
基桑加尼,FKI,,KISANGANI
FUKUI,FKJ,,FUKUI
FRANKLIN,FKL,,FRANKLIN
FRANKLINMUNI,FKN,,FRANKLINMUNICIPAL
FAK-FAK,FKQ,,FAK-FAK
FLORENCIACAP,FLA,,FLORENCIACAPITOLIO
FLORIANOCANG,FLB,,FLORIANOCANGAPARA
FALLSCREEK,FLC,,FALLSCREEK
FONDDULAC,FLD,,FONDDULAC
PETERSBURGFO,FLE,,PETERSBURGFORTLEEAAF
FLENSBURGSCH,FLF,,FLENSBURGSCHAFERHAS
弗拉格斯塔夫,FLG,,FLAGSTAFF
FLOTTAISLE,FLH,,FLOTTAISLE
FLATEYRI,FLI,,FLATEYRI
FALLSBAYSPB,FLJ,,FALLSBAYSPB
劳得代尔堡,FLL,,FORTLAUDERDALE
费拉德尔费亚,FLM,,FILADELFIA
FLORIANOPOLI,FLN,,FLORIANOPOLISHLUZ
FLORENCESC,FLO,,FLORENCESC
FLIPPINMARIO,FLP,,FLIPPINMARION
FLINDERSIS.,FLS,,FLINDERSIS.
FLAT,FLT,,FLAT
NEWYORKNY/NE,FLU,,NEWYORKNY/NEWARKFLUS
SANTACRUZAER,FLW,,SANTACRUZAERODROMO
FALLON,FLX,,FALLON
FINLEY,FLY,,FINLEY
福莫萨,FMA,,FORMOSA
FIVEMILE,FMC,,FIVEMILE
FLAMINGO,FMG,,FLAMINGO
法尔茅斯,FMH,,FALMOUTH
KALEMIE,FMI,,KALEMIE
FLORIANOPOLI,FMN,,FLORIANOPOLISHLUZ
MUENSTER,FMO,,MUENSTER
FORTMADISON,FMS,,FORTMADISON
FTMYERS,FMY,,FTMYERS
弗里敦,FNA,,FREETOWN
丰沙尔,FNC,马德拉群岛,FUNCHAL
FANE,FNE,,FANE
FADANGOURMA,FNG,,FADANGOURMA
FINCHA,FNH,,FINCHA
NIMES,FNI,,NIMES
FINCREEK,FNK,,FINCREEK
FORTCOLLINS/,FNL,,FORTCOLLINS/LOVELAND
FUNTERBAY,FNR,,FUNTERBAY
弗林特,FNT,,FLINT
FOULA,FOA,,FOULA
FORTBRAGG,FOB,,FORTBRAGG
FORTDODGE,FOD,,FORTDODGE
TOPEKAFORBES,FOE,,TOPEKAFORBES
FOGGIAGINOLI,FOG,,FOGGIAGINOLISA
